device,NVIDIA GB10,driver_api,13000,header,13040,sms,48,minimum,2097152,recommended,2097152
sample_header,mode,bytes,iteration,operation,host_us,kernel_ms,pending_after
sample,idle,2097152,92,map,0.512,0.000,0
sample,idle,2097152,92,access,36.560,0.000,0
sample,idle,2097152,92,unmap,45.872,0.000,0
sample,idle,2097152,92,release,26.400,0.000,0
sample,idle,2097152,93,create,48.895,0.000,0
sample,idle,2097152,93,map,0.528,0.000,0
sample,idle,2097152,93,access,36.160,0.000,0
sample,idle,2097152,93,unmap,46.143,0.000,0
sample,idle,2097152,93,release,26.496,0.000,0
sample,idle,2097152,94,create,48.704,0.000,0
sample,idle,2097152,94,map,0.512,0.000,0
sample,idle,2097152,94,access,35.984,0.000,0
sample,idle,2097152,94,unmap,46.992,0.000,0
sample,idle,2097152,94,release,26.320,0.000,0
sample,idle,2097152,95,create,48.911,0.000,0
sample,idle,2097152,95,map,0.512,0.000,0
sample,idle,2097152,95,access,35.760,0.000,0
sample,idle,2097152,95,unmap,46.767,0.000,0
sample,idle,2097152,95,release,26.800,0.000,0
sample,idle,2097152,96,create,48.640,0.000,0
sample,idle,2097152,96,map,0.544,0.000,0
sample,idle,2097152,96,access,35.744,0.000,0
sample,idle,2097152,96,unmap,47.168,0.000,0
sample,idle,2097152,96,release,26.704,0.000,0
sample,idle,2097152,97,create,48.863,0.000,0
sample,idle,2097152,97,map,0.496,0.000,0
sample,idle,2097152,97,access,35.824,0.000,0
sample,idle,2097152,97,unmap,46.399,0.000,0
sample,idle,2097152,97,release,26.624,0.000,0
sample,idle,2097152,98,create,50.272,0.000,0
sample,idle,2097152,98,map,0.528,0.000,0
sample,idle,2097152,98,access,36.047,0.000,0
sample,idle,2097152,98,unmap,46.960,0.000,0
sample,idle,2097152,98,release,26.448,0.000,0
sample,idle,2097152,99,create,48.463,0.000,0
sample,idle,2097152,99,map,0.496,0.000,0
sample,idle,2097152,99,access,35.792,0.000,0
sample,idle,2097152,99,unmap,46.415,0.000,0
sample,idle,2097152,99,release,26.400,0.000,0
sample,one_block,2097152,0,create,49.504,10.004,1
sample,one_block,2097152,0,map,0.624,10.004,1
sample,one_block,2097152,0,access,36.191,10.005,1
sample,one_block,2097152,0,unmap,45.039,10.007,1
sample,one_block,2097152,0,release,30.512,10.006,1
sample,one_block,2097152,1,create,50.224,10.004,1
sample,one_block,2097152,1,map,0.816,10.005,1
sample,one_block,2097152,1,access,38.015,10.006,1
sample,one_block,2097152,1,unmap,45.247,10.006,1
sample,one_block,2097152,1,release,32.144,10.006,1
sample,one_block,2097152,2,create,50.832,10.004,1
sample,one_block,2097152,2,map,0.752,10.004,1
sample,one_block,2097152,2,access,37.567,10.005,1
sample,one_block,2097152,2,unmap,45.471,10.005,1
sample,one_block,2097152,2,release,30.816,10.006,1
sample,one_block,2097152,3,create,49.888,10.004,1
sample,one_block,2097152,3,map,0.592,10.004,1
sample,one_block,2097152,3,access,36.511,10.005,1
sample,one_block,2097152,3,unmap,48.271,10.005,1
sample,one_block,2097152,3,release,31.088,10.006,1
sample,one_block,2097152,4,create,51.712,10.004,1
sample,one_block,2097152,4,map,0.592,10.004,1
sample,one_block,2097152,4,access,37.455,10.006,1
sample,one_block,2097152,4,unmap,46.416,10.005,1
sample,one_block,2097152,4,release,30.384,10.006,1
sample,one_block,2097152,5,create,49.360,10.004,1
sample,one_block,2097152,5,map,0.688,10.004,1
sample,one_block,2097152,5,access,36.527,10.005,1
sample,one_block,2097152,5,unmap,45.440,10.007,1
sample,one_block,2097152,5,release,30.528,10.006,1
sample,one_block,2097152,6,create,49.264,10.004,1
sample,one_block,2097152,6,map,0.592,10.004,1
sample,one_block,2097152,6,access,36.064,10.005,1
sample,one_block,2097152,6,unmap,47.328,10.005,1
sample,one_block,2097152,6,release,30.688,10.006,1
sample,one_block,2097152,7,create,48.736,10.004,1
sample,one_block,2097152,7,map,0.608,10.003,1
sample,one_block,2097152,7,access,36.080,10.005,1
sample,one_block,2097152,7,unmap,46.352,10.005,1
sample,one_block,2097152,7,release,30.624,10.006,1
sample,one_block,2097152,8,create,49.199,10.004,1
sample,one_block,2097152,8,map,0.576,10.004,1
sample,one_block,2097152,8,access,36.352,10.005,1
sample,one_block,2097152,8,unmap,45.872,10.006,1
sample,one_block,2097152,8,release,30.623,10.006,1
sample,one_block,2097152,9,create,49.295,10.004,1
sample,one_block,2097152,9,map,0.560,10.003,1
sample,one_block,2097152,9,access,36.256,10.005,1
sample,one_block,2097152,9,unmap,46.080,10.006,1
sample,one_block,2097152,9,release,30.463,10.006,1
sample,one_block,2097152,10,create,49.727,10.004,1
sample,one_block,2097152,10,map,0.688,10.004,1
sample,one_block,2097152,10,access,36.800,10.005,1
sample,one_block,2097152,10,unmap,45.904,10.007,1
