device,NVIDIA GB10,driver_api,13000,header,13040,sms,48,minimum,2097152,recommended,2097152
sample_header,mode,bytes,iteration,operation,host_us,kernel_ms,pending_after
sample,idle,2097152,43,unmap,61.983,0.000,0
sample,idle,2097152,43,release,25.856,0.000,0
sample,idle,2097152,44,create,54.096,0.000,0
sample,idle,2097152,44,map,0.544,0.000,0
sample,idle,2097152,44,access,37.007,0.000,0
sample,idle,2097152,44,unmap,61.808,0.000,0
sample,idle,2097152,44,release,25.408,0.000,0
sample,idle,2097152,45,create,61.375,0.000,0
sample,idle,2097152,45,map,0.592,0.000,0
sample,idle,2097152,45,access,36.864,0.000,0
sample,idle,2097152,45,unmap,61.711,0.000,0
sample,idle,2097152,45,release,27.216,0.000,0
sample,idle,2097152,46,create,53.295,0.000,0
sample,idle,2097152,46,map,0.560,0.000,0
sample,idle,2097152,46,access,37.760,0.000,0
sample,idle,2097152,46,unmap,63.007,0.000,0
sample,idle,2097152,46,release,24.944,0.000,0
sample,idle,2097152,47,create,53.536,0.000,0
sample,idle,2097152,47,map,0.528,0.000,0
sample,idle,2097152,47,access,36.271,0.000,0
sample,idle,2097152,47,unmap,63.376,0.000,0
sample,idle,2097152,47,release,26.687,0.000,0
sample,idle,2097152,48,create,53.488,0.000,0
sample,idle,2097152,48,map,0.560,0.000,0
sample,idle,2097152,48,access,37.440,0.000,0
sample,idle,2097152,48,unmap,62.656,0.000,0
sample,idle,2097152,48,release,26.368,0.000,0
sample,idle,2097152,49,create,53.375,0.000,0
sample,idle,2097152,49,map,0.544,0.000,0
sample,idle,2097152,49,access,37.280,0.000,0
sample,idle,2097152,49,unmap,61.599,0.000,0
sample,idle,2097152,49,release,27.152,0.000,0
sample,idle,2097152,50,create,54.912,0.000,0
sample,idle,2097152,50,map,0.528,0.000,0
sample,idle,2097152,50,access,37.199,0.000,0
sample,idle,2097152,50,unmap,65.151,0.000,0
sample,idle,2097152,50,release,26.432,0.000,0
sample,idle,2097152,51,create,53.280,0.000,0
sample,idle,2097152,51,map,0.528,0.000,0
sample,idle,2097152,51,access,37.663,0.000,0
sample,idle,2097152,51,unmap,63.232,0.000,0
sample,idle,2097152,51,release,26.512,0.000,0
sample,idle,2097152,52,create,52.799,0.000,0
sample,idle,2097152,52,map,0.544,0.000,0
sample,idle,2097152,52,access,37.200,0.000,0
sample,idle,2097152,52,unmap,61.871,0.000,0
sample,idle,2097152,52,release,25.776,0.000,0
sample,idle,2097152,53,create,53.087,0.000,0
sample,idle,2097152,53,map,0.528,0.000,0
sample,idle,2097152,53,access,36.656,0.000,0
sample,idle,2097152,53,unmap,60.607,0.000,0
sample,idle,2097152,53,release,25.536,0.000,0
sample,idle,2097152,54,create,53.360,0.000,0
sample,idle,2097152,54,map,0.528,0.000,0
sample,idle,2097152,54,access,35.727,0.000,0
sample,idle,2097152,54,unmap,60.656,0.000,0
sample,idle,2097152,54,release,25.584,0.000,0
sample,idle,2097152,55,create,55.775,0.000,0
sample,idle,2097152,55,map,0.608,0.000,0
sample,idle,2097152,55,access,36.192,0.000,0
sample,idle,2097152,55,unmap,60.240,0.000,0
sample,idle,2097152,55,release,25.984,0.000,0
sample,idle,2097152,56,create,53.631,0.000,0
sample,idle,2097152,56,map,0.608,0.000,0
sample,idle,2097152,56,access,35.808,0.000,0
sample,idle,2097152,56,unmap,60.287,0.000,0
sample,idle,2097152,56,release,26.160,0.000,0
sample,idle,2097152,57,create,52.944,0.000,0
sample,idle,2097152,57,map,0.640,0.000,0
sample,idle,2097152,57,access,36.591,0.000,0
sample,idle,2097152,57,unmap,59.520,0.000,0
sample,idle,2097152,57,release,26.047,0.000,0
sample,idle,2097152,58,create,53.152,0.000,0
sample,idle,2097152,58,map,0.624,0.000,0
sample,idle,2097152,58,access,36.096,0.000,0
sample,idle,2097152,58,unmap,60.416,0.000,0
sample,idle,2097152,58,release,25.856,0.000,0
sample,idle,2097152,59,create,53.039,0.000,0
sample,idle,2097152,59,map,0.528,0.000,0
sample,idle,2097152,59,access,36.272,0.000,0
sample,idle,2097152,59,unmap,59.679,0.000,0
sample,idle,2097152,59,release,26.384,0.000,0
sample,idle,2097152,60,create,56.400,0.000,0
sample,idle,2097152,60,map,0.624,0.000,0
sample,idle,2097152,60,access,36.575,0.000,0
sample,idle,2097152,60,unmap,60.704,0.000,0
sample,idle,2097152,60,release,26.447,0.000,0
sample,idle,2097152,61,create,52.720,0.000,0
sample,idle,2097152,61,map,0.576,0.000,0
sample,idle,2097152,61,access,36.192,0.000,0
sample,idle,2097152,61,unmap,60.176,0.000,0
sample,idle,2097152,61,release,26.352,0.000,0
sample,idle,2097152,62,create,53.151,0.000,0
sample,idle,2097152,62,map,0.544,0.000,0
sample,idle,2097152,62,access,35.872,0.000,0
sample,idle,2097152,62,unmap,60.063,0.000,0
sample,idle,2097152,62,release,25.648,0.000,0
sample,idle,2097152,63,create,53.008,0.000,0
sample,idle,2097152,63,map,0.512,0.000,0
sample,idle,2097152,63,access,36.271,0.000,0
sample,idle,2097152,63,unmap,59.264,0.000,0
sample,idle,2097152,63,release,25.935,0.000,0
sample,idle,2097152,64,create,53.152,0.000,0
sample,idle,2097152,64,map,0.528,0.000,0
sample,idle,2097152,64,access,36.400,0.000,0
sample,idle,2097152,64,unmap,59.472,0.000,0
sample,idle,2097152,64,release,25.872,0.000,0
sample,idle,2097152,65,create,55.711,0.000,0
sample,idle,2097152,65,map,0.560,0.000,0
sample,idle,2097152,65,access,36.752,0.000,0
sample,idle,2097152,65,unmap,60.847,0.000,0
sample,idle,2097152,65,release,26.480,0.000,0
sample,idle,2097152,66,create,53.216,0.000,0
sample,idle,2097152,66,map,0.544,0.000,0
sample,idle,2097152,66,access,36.639,0.000,0
sample,idle,2097152,66,unmap,61.456,0.000,0
sample,idle,2097152,66,release,26.447,0.000,0
sample,idle,2097152,67,create,53.088,0.000,0
sample,idle,2097152,67,map,0.544,0.000,0
sample,idle,2097152,67,access,37.472,0.000,0
sample,idle,2097152,67,unmap,63.872,0.000,0
sample,idle,2097152,67,release,26.624,0.000,0
sample,idle,2097152,68,create,52.879,0.000,0
sample,idle,2097152,68,map,0.544,0.000,0
sample,idle,2097152,68,access,37.680,0.000,0
sample,idle,2097152,68,unmap,63.151,0.000,0
sample,idle,2097152,68,release,26.608,0.000,0
sample,idle,2097152,69,create,53.008,0.000,0
sample,idle,2097152,69,map,0.527,0.000,0
sample,idle,2097152,69,access,37.280,0.000,0
sample,idle,2097152,69,unmap,62.783,0.000,0
sample,idle,2097152,69,release,26.560,0.000,0
sample,idle,2097152,70,create,55.600,0.000,0
sample,idle,2097152,70,map,0.592,0.000,0
sample,idle,2097152,70,access,37.231,0.000,0
sample,idle,2097152,70,unmap,64.352,0.000,0
sample,idle,2097152,70,release,27.104,0.000,0
sample,idle,2097152,71,create,52.928,0.000,0
sample,idle,2097152,71,map,0.544,0.000,0
sample,idle,2097152,71,access,37.760,0.000,0
sample,idle,2097152,71,unmap,87.935,0.000,0
sample,idle,2097152,71,release,27.120,0.000,0
sample,idle,2097152,72,create,53.007,0.000,0
sample,idle,2097152,72,map,0.496,0.000,0
sample,idle,2097152,72,access,38.048,0.000,0
sample,idle,2097152,72,unmap,64.911,0.000,0
sample,idle,2097152,72,release,29.840,0.000,0
sample,idle,2097152,73,create,53.471,0.000,0
sample,idle,2097152,73,map,0.544,0.000,0
sample,idle,2097152,73,access,38.272,0.000,0
sample,idle,2097152,73,unmap,63.903,0.000,0
sample,idle,2097152,73,release,30.688,0.000,0
sample,idle,2097152,74,create,53.327,0.000,0
sample,idle,2097152,74,map,0.592,0.000,0
sample,idle,2097152,74,access,40.240,0.000,0
sample,idle,2097152,74,unmap,102.479,0.000,0
sample,idle,2097152,74,release,83.615,0.000,0
sample,idle,2097152,75,create,53.648,0.000,0
sample,idle,2097152,75,map,0.576,0.000,0
sample,idle,2097152,75,access,79.567,0.000,0
sample,idle,2097152,75,unmap,65.935,0.000,0
sample,idle,2097152,75,release,30.896,0.000,0
sample,idle,2097152,76,create,53.264,0.000,0
sample,idle,2097152,76,map,0.560,0.000,0
sample,idle,2097152,76,access,77.023,0.000,0
sample,idle,2097152,76,unmap,99.119,0.000,0
sample,idle,2097152,76,release,68.255,0.000,0
sample,idle,2097152,77,create,53.216,0.000,0
sample,idle,2097152,77,map,0.528,0.000,0
sample,idle,2097152,77,access,38.240,0.000,0
sample,idle,2097152,77,unmap,72.064,0.000,0
sample,idle,2097152,77,release,26.976,0.000,0
sample,idle,2097152,78,create,53.311,0.000,0
sample,idle,2097152,78,map,0.528,0.000,0
sample,idle,2097152,78,access,39.680,0.000,0
sample,idle,2097152,78,unmap,64.159,0.000,0
sample,idle,2097152,78,release,27.200,0.000,0
sample,idle,2097152,79,create,53.135,0.000,0
sample,idle,2097152,79,map,0.512,0.000,0
sample,idle,2097152,79,access,38.112,0.000,0
sample,idle,2097152,79,unmap,65.151,0.000,0
sample,idle,2097152,79,release,27.200,0.000,0
sample,idle,2097152,80,create,53.056,0.000,0
sample,idle,2097152,80,map,0.512,0.000,0
sample,idle,2097152,80,access,37.903,0.000,0
sample,idle,2097152,80,unmap,64.912,0.000,0
sample,idle,2097152,80,release,30.431,0.000,0
sample,idle,2097152,81,create,53.264,0.000,0
sample,idle,2097152,81,map,0.528,0.000,0
sample,idle,2097152,81,access,37.856,0.000,0
sample,idle,2097152,81,unmap,73.168,0.000,0
sample,idle,2097152,81,release,27.135,0.000,0
sample,idle,2097152,82,create,52.816,0.000,0
sample,idle,2097152,82,map,0.560,0.000,0
sample,idle,2097152,82,access,37.872,0.000,0
sample,idle,2097152,82,unmap,67.728,0.000,0
sample,idle,2097152,82,release,43.104,0.000,0
sample,idle,2097152,83,create,55.599,0.000,0
sample,idle,2097152,83,map,0.576,0.000,0
sample,idle,2097152,83,access,69.983,0.000,0
sample,idle,2097152,83,unmap,113.487,0.000,0
sample,idle,2097152,83,release,27.104,0.000,0
sample,idle,2097152,84,create,53.184,0.000,0
sample,idle,2097152,84,map,0.576,0.000,0
sample,idle,2097152,84,access,40.175,0.000,0
sample,idle,2097152,84,unmap,64.927,0.000,0
sample,idle,2097152,84,release,27.664,0.000,0
sample,idle,2097152,85,create,53.456,0.000,0
sample,idle,2097152,85,map,0.544,0.000,0
sample,idle,2097152,85,access,37.887,0.000,0
sample,idle,2097152,85,unmap,65.600,0.000,0
sample,idle,2097152,85,release,26.016,0.000,0
sample,idle,2097152,86,create,52.895,0.000,0
sample,idle,2097152,86,map,0.512,0.000,0
sample,idle,2097152,86,access,37.520,0.000,0
sample,idle,2097152,86,unmap,63.279,0.000,0
sample,idle,2097152,86,release,27.120,0.000,0
sample,idle,2097152,87,create,52.783,0.000,0
sample,idle,2097152,87,map,0.512,0.000,0
sample,idle,2097152,87,access,39.840,0.000,0
sample,idle,2097152,87,unmap,94.431,0.000,0
sample,idle,2097152,87,release,26.992,0.000,0
sample,idle,2097152,88,create,53.311,0.000,0
sample,idle,2097152,88,map,0.544,0.000,0
sample,idle,2097152,88,access,42.624,0.000,0
sample,idle,2097152,88,unmap,95.903,0.000,0
sample,idle,2097152,88,release,27.360,0.000,0
sample,idle,2097152,89,create,53.615,0.000,0
sample,idle,2097152,89,map,0.528,0.000,0
sample,idle,2097152,89,access,37.472,0.000,0
sample,idle,2097152,89,unmap,62.079,0.000,0
sample,idle,2097152,89,release,26.592,0.000,0
sample,idle,2097152,90,create,53.136,0.000,0
sample,idle,2097152,90,map,0.544,0.000,0
sample,idle,2097152,90,access,37.567,0.000,0
sample,idle,2097152,90,unmap,63.664,0.000,0
sample,idle,2097152,90,release,27.023,0.000,0
sample,idle,2097152,91,create,53.392,0.000,0
sample,idle,2097152,91,map,0.528,0.000,0
sample,idle,2097152,91,access,37.632,0.000,0
sample,idle,2097152,91,unmap,69.376,0.000,0
sample,idle,2097152,91,release,26.896,0.000,0
sample,idle,2097152,92,create,55.503,0.000,0
sample,idle,2097152,92,map,0.560,0.000,0
sample,idle,2097152,92,access,38.128,0.000,0
sample,idle,2097152,92,unmap,64.191,0.000,0
sample,idle,2097152,92,release,27.424,0.000,0
sample,idle,2097152,93,create,53.423,0.000,0
sample,idle,2097152,93,map,0.608,0.000,0
sample,idle,2097152,93,access,37.632,0.000,0
sample,idle,2097152,93,unmap,62.415,0.000,0
sample,idle,2097152,93,release,26.592,0.000,0
sample,idle,2097152,94,create,52.704,0.000,0
sample,idle,2097152,94,map,0.608,0.000,0
sample,idle,2097152,94,access,37.999,0.000,0
sample,idle,2097152,94,unmap,63.184,0.000,0
sample,idle,2097152,94,release,27.327,0.000,0
sample,idle,2097152,95,create,53.264,0.000,0
sample,idle,2097152,95,map,0.544,0.000,0
sample,idle,2097152,95,access,37.488,0.000,0
sample,idle,2097152,95,unmap,62.448,0.000,0
sample,idle,2097152,95,release,26.512,0.000,0
sample,idle,2097152,96,create,53.215,0.000,0
sample,idle,2097152,96,map,0.528,0.000,0
sample,idle,2097152,96,access,37.728,0.000,0
sample,idle,2097152,96,unmap,64.351,0.000,0
sample,idle,2097152,96,release,29.680,0.000,0
sample,idle,2097152,97,create,53.535,0.000,0
sample,idle,2097152,97,map,0.560,0.000,0
sample,idle,2097152,97,access,37.584,0.000,0
sample,idle,2097152,97,unmap,63.903,0.000,0
sample,idle,2097152,97,release,27.680,0.000,0
sample,idle,2097152,98,create,53.296,0.000,0
sample,idle,2097152,98,map,0.512,0.000,0
sample,idle,2097152,98,access,37.455,0.000,0
sample,idle,2097152,98,unmap,63.984,0.000,0
sample,idle,2097152,98,release,26.959,0.000,0
sample,idle,2097152,99,create,52.752,0.000,0
sample,idle,2097152,99,map,0.544,0.000,0
sample,idle,2097152,99,access,37.584,0.000,0
sample,idle,2097152,99,unmap,62.672,0.000,0
sample,idle,2097152,99,release,26.368,0.000,0
sample,one_block,2097152,0,create,55.840,10.004,1
sample,one_block,2097152,0,map,0.576,10.005,1
sample,one_block,2097152,0,access,40.031,10.005,1
sample,one_block,2097152,0,unmap,62.544,10.007,1
sample,one_block,2097152,0,release,31.120,10.006,1
sample,one_block,2097152,1,create,54.000,10.004,1
sample,one_block,2097152,1,map,0.672,10.004,1
sample,one_block,2097152,1,access,38.784,10.005,1
sample,one_block,2097152,1,unmap,64.111,10.005,1
sample,one_block,2097152,1,release,31.184,10.006,1
sample,one_block,2097152,2,create,54.112,10.004,1
sample,one_block,2097152,2,map,0.608,10.005,1
sample,one_block,2097152,2,access,39.056,10.005,1
sample,one_block,2097152,2,unmap,64.575,10.005,1
sample,one_block,2097152,2,release,31.056,10.006,1
sample,one_block,2097152,3,create,53.792,10.004,1
sample,one_block,2097152,3,map,0.624,10.004,1
sample,one_block,2097152,3,access,38.256,10.005,1
sample,one_block,2097152,3,unmap,62.687,10.006,1
sample,one_block,2097152,3,release,31.119,10.006,1
sample,one_block,2097152,4,create,53.968,10.004,1
sample,one_block,2097152,4,map,0.640,10.004,1
sample,one_block,2097152,4,access,38.592,10.005,1
sample,one_block,2097152,4,unmap,64.143,10.005,1
sample,one_block,2097152,4,release,31.023,10.006,1
sample,one_block,2097152,5,create,53.151,10.004,1
sample,one_block,2097152,5,map,0.624,10.004,1
sample,one_block,2097152,5,access,38.448,10.006,1
sample,one_block,2097152,5,unmap,64.176,10.005,1
sample,one_block,2097152,5,release,31.856,10.006,1
sample,one_block,2097152,6,create,53.663,10.004,1
sample,one_block,2097152,6,map,0.640,10.004,1
sample,one_block,2097152,6,access,38.752,10.005,1
sample,one_block,2097152,6,unmap,62.720,10.006,1
sample,one_block,2097152,6,release,31.056,10.006,1
sample,one_block,2097152,7,create,54.143,10.004,1
sample,one_block,2097152,7,map,0.672,10.004,1
sample,one_block,2097152,7,access,38.703,10.005,1
sample,one_block,2097152,7,unmap,63.584,10.005,1
sample,one_block,2097152,7,release,31.920,10.006,1
sample,one_block,2097152,8,create,53.632,10.004,1
sample,one_block,2097152,8,map,0.640,10.004,1
sample,one_block,2097152,8,access,38.607,10.005,1
sample,one_block,2097152,8,unmap,62.992,10.007,1
sample,one_block,2097152,8,release,31.264,10.006,1
sample,one_block,2097152,9,create,53.328,10.004,1
sample,one_block,2097152,9,map,0.576,10.004,1
sample,one_block,2097152,9,access,37.904,10.005,1
sample,one_block,2097152,9,unmap,65.503,10.005,1
sample,one_block,2097152,9,release,31.984,10.006,1
sample,one_block,2097152,10,create,54.464,10.004,1
sample,one_block,2097152,10,map,0.624,10.003,1
sample,one_block,2097152,10,access,38.368,10.005,1
sample,one_block,2097152,10,unmap,61.151,10.006,1
sample,one_block,2097152,10,release,31.071,10.006,1
sample,one_block,2097152,11,create,53.712,10.004,1
sample,one_block,2097152,11,map,0.624,10.005,1
sample,one_block,2097152,11,access,38.544,10.005,1
sample,one_block,2097152,11,unmap,63.183,10.007,1
sample,one_block,2097152,11,release,31.407,10.006,1
sample,one_block,2097152,12,create,57.200,10.004,1
sample,one_block,2097152,12,map,0.704,10.004,1
sample,one_block,2097152,12,access,39.168,10.005,1
sample,one_block,2097152,12,unmap,63.311,10.005,1
